"id","single_category","title"
"1360","22","Padmini Sandal Ultimo Dhoop "
"1361","22","Padmini Jasmine Dhoop "
"1362","22","Padmini lavender Dhoop "
"1363","22","Padmini Ultimo Dhoop "
"1364","22","Padmini Whitemusk Dhoop "
"1365","22","Padmini MyFavourite Rs 55"
"1366","22","Kanda Bathi Sri rs70 "
"1367","22","Kanda Cone Dasangam 50g "
"1368","22","Astaganda Chandana Tika Paste"
"1369","22","Sugandha Swarna Bathi Small Size ( 30 G ) "
"1370","21","Brass Lakshmi Kubera Vilakku With Plate (PAIR)"
"1371","21","Brass Ashtalakshmi kubera Lamp with Plate (PAIR)"
"1372","21","Brass Ashtalakshmi kubera Vilakku & Lakshmi Kubera Vilakku {BIG (1+1)}"
"1373","22","Astagantha Powder ( 40 Gram ) "
"1374","29","Evil Eye VInayagar"
"1375","12","Silver Cup ( 0.38 G ) "
"1376","12","Silver Kamachi Lamp ( 0. 21 .30 Gram )"
"1377","12","Silver Kamachi Lamp Model 2  Height : 4 inch ( 0. 26.30 Gram )"
"1378","12","Silver Kamachi Lamp Model : 2 ( 0.17.5 Gram ) "
"1379","12","Silver Kamachi Lamp Model 3  ( 0.16.5 Gram ) "
"1380","12","Silver Kamachi Lamp Model 4 ( 0. 14.5 Gram ) "
"1381","12","Silver Kumkum Simil Model 1 ( 0.15.5Gram )"
"1382","12","Silver Kumkum Simil Model 2 ( 0.20.5 Gram ) "
"1383","12","Silver Glass  Model - 1 ( 0.21.5 Gram )"
"1384","12","Silver GLass Model - 2 ( 0.20.5 Gram ) "
"1385","12","Silver  kumkum simil cup Model ( 0. 15.5 Gram ) "
"1386","12","Silver kumkum Simil Cup ( Model - 2 ) "
"1387","12","Silver Kumkum Simil Cup ( Model 3 ) ( 0.20 , 0.19.5 Gram ) "
"1388","12","Silver Kumkum Simil Cup ( 0.21 Gram ) "
"1389","12","Silver kamadenu ( 0.5.6 gram )"
"1390","12","SIlver Bracelet Model - 1 ( 13.620 Gram )"
"1391","12","Silver Bracelet Model - 2 ( 14.600 gram )"
"1392","12","Silve Om Locket ( 580 ) "
"1393","12","Silver Locket ( 420 ) "
"1394","12","Silver Locket ( 450 ) "
"1395","12","Silver Vel & Vinayagar  Locket "
"1396","12","Silver Natarajar Statue  ( 1320 ) "
"1397","12","Silver murugan & Vel & peacocok Locket"
"1398","12","Silver Murugan Locket ( 680 ) "
"1399","12","Silver om With Rudraksha Locket"
"1400","12","Silver Ring ( 250 ) "
"1401","12","Silver Ring ( 350 ) "
"1402","12","Silver Ring ( 370 ) "
"1403","9","Shri Sudarshana Chakra Yantra ( Copper ) "
"1404","10","Brass Pooja Plate No 8 "
"1405","10","Brass Pooja Plate No 9"
"1406","10","Brass Pooja Plate 10"
"1407","10","Brass Pooja Palte -11"
"1408","10","Brass Pooja Plate SPL -9"
"1409","10","Brass Pooja Plate SPL - 10 "
"1410","10","Brass Pooja Plate SPl - 12 "
"1411","16","Brass Akhand Deep 1 "
"1412","16","Brass Akhand Deep 2"
"1413","16","Brass Akhand Deep 3 "
"1414","22","SRT GIngelly Oil 200ml Pet"
"1415","22","SRT Ilupa Oil 100 ml Pet"
"1416","22","SRT Ilupa Oil 200 ml pet"
"1417","22","SRT Castor oil 100ml Pet"
"1418","22","SRT Castot oil 200 ml Pet "
"1419","29","Elephant Double Gold"
"1420","29","elephant brown medium(model 1)"
"1421","29","elephant brown medium (model 2)"
"1422","29","Evil Eye Wind Chimes for Balcony Hanging (Blue & White)( model 2)"
"1423","14","Murugan Vel in Steel - Gold Color with white stone  (4 inch)(model 2)"
"1424","29","WALL HANGING MURUGAN WITH VEL PEACOCK & CLOCK ( H: 20 inch )"
"1425","27","Radium Buddha with Stand ( H :11 inch )"
"1426","28","Radium vinayagar with Arch (height 8inch)"
"1427","28","Radium Elephant Big Size"
"1428","29"," Child Solar Laughing Buddha  ( height : 3.5inch )"
"1429","29","Child Krishna Statue Silver Colour(height 3 inch)"
"1430","29","Flower Pot"
"1431","29","Flower Pot  red color"
"1432","29","Flower Pot(flower with cherry)"
"1433","29","PEACOCK STATUE Small ( H: 6 Inch )"
"1434","29","Flower pot pink colour"
"1435","29","PEACOCK STATUE  big ( H: 9 Inch )"
"1436","29","Gold color double Elephant "
"1437","29","Multi Colour Cow with krishna statue(height 3.5 inch)"
"1438","29","Cow with Radha krishna colour(height 4inch)"
"1439","29","Annam pink color"
"1440","29","annam multi color"
"1441","29","Kamadenu with cow ( White Colour 7 Inch )"
"1442","23","Srivari VIP Angavastram- Pure Art Silk Shawl"
"1443","29","multi colour vasthu horse statue(height 10 inch)"
"1444","29","Gold colour murugan (height 2 inch)"
"1445","29","Decorative Elephant (height 6 inch)"
"1446","37","Scorpio Zodiac Bracelet"
"1447","37","Aries Zodiac Bracelet"
"1448","37","Cancer Zodiac Bracelet "
"1449","37","Libra Zodiac Bracelet "
"1450","37","Gemini Zodiac Bracelet "
"1451","37","Taurus Zodiac Bracelet "
"1452","37","Aquarius Zodiac Bracelet "
"1453","37","Pisces Zodiac Bracelet "
"1454","37","Leo Zodiac Bracelet "
"1455","37","Virgo Zodiac Bracelet "
"1456","37","Capricorn Zodiac Bracelet "
"1457","37","Sagittarius Zodiac Bracelet "
"1458","6","Evil Eye Bracelet(black color)"
"1459","6","Evil Eye Bracelet (white colour)"
"1460","6","Money Magnet Bracelet"
"1461","3","Vasthu Graha Lakshmi with two cow - Laminated Photo Frame(18*14 inch)"
"1462","3","Vasthu Graha Lakshmi Laminated  Photo Frame (18*14inch)"
"1463","3","Baby Krishna Laminated photo Frame(18*14 inch)"
"1464","3","Ashta Lakshmi Kubera Photo Frame (18*14 inch)"
"1465","33","Kamatchi Amman Photo frame(18*14 inch)"
"1466","33","Karumariamman Photo Frame(18*14 inch)"
"1467","33","MahaLaxmi Laminated Photo Frame(18*14 inch)"
"1468","33","Meenakshi Amman Photo Frame(18*14inch )"
"1469","3","Vinayagar,Laxmi,Saraswathy Laminated Photo Frame(18*14 inch)"
"1470","3","Tirupathy Vengadajalapathi with Alamelumangai  Laminated photo frame(18*14inch)"
"1471","3","Swami Ragavendra Laminated photo Frame(18*14inch)"
"1472","3","Tirupathi Balaji with Laxmi Laminated Photo Frame(18*14inch)"
"1473","3","Dakshinamurthy Photo Frame (18*14Inch)"
"1474","3","Sivan Parvathi Photo Frame (18*14inch)"
"1475","33","Samayapuram Mariamman Photo Frame(18*14 inch)"
"1476","3","Lakshimi narasimha swamy Photo Frame (18*14Inch)"
"1477","3","venkatachalapathy  Photo Frame ( 13.5*10.4 Inch)"
"1478","31","Murugan Laminated Photo Frame (Raja alangaram 18*14inch)"
"1479","31","Arupadai murugan Laminated Photo Frame(18*14 inch)"
"1480","3","Sivan Parwathi With Murugan And Vinayagan Family Photo Frame(18*14 inch)"
"1481","3","Tirupathi Balaji  With Lakshmi Laminated Photo frame (18*14inch)"
"1482","3","Sri Rama Pattabhishekam Laminated Photo Frame(18*14 inch)"
"1483","3","Ram Dharbar Laminated photo Frame(18*14 inch)"
"1484","3","Saibaba Laminated Photo frame (18*14 inch)"
"1485","32","Radha Krishna Laminated Photo Frame (18*14 inch)"
"1486","3","Vinayagar Laminated Photo Frme(18*14inch)"
"1487","33","Durga Devi with Tiger  Laminated Photo Frame (18*14inch)"
"1488","3","Ram Dharbar Laminated photo Frame(20*14 inch)"
"1489","33","Durgai Amman Laminated Photo Frame(20*14 inch)"
"1490","5","Red  Gunja Mala | Rosary Pea Mala "
"1491","5","Vaijayanthi Mala"
"1492","3"," Swami Ayyappan Wall Golden Color Laminated Photo Frame(14*10.5 inchs)"
"1493","3","Sri Venkateswara Swamy with Ashta Lakshmi Photo Frame(14*10.5 inch)"
"1494","33","Sri Durga Devi Photo Frame(14*10.5inch)"
"1495","3","Sri Maha Kaal Bhairavar Gold Colour Photo Frame(14*10.5 inch)"
"1496","3","Ayyappan Photo Frame Gold Colour (14*10.5 inch)"
"1497","3","Vinayagar With Yellow Colour Lotus  Frame(14*10.5 inch)"
"1498","32","Radha Krishnan Laminated Photo Frame(14*10.5 inch)(Green Colour)"
"1499","33","Sri Annapurna Devi Photo Frame (14*10.5 inch)"
"1500","3","Swamy Raghavendra Silver Colour Photo Frame (14*10.5)"
"1501","33","Kamatchi Amman Photo Frame Silver Colour (14*10.5)"
"1502","12","Silver Bangles ( Kappu 0.25gram ) "
"1503","22","RR DARBAR SERIES ( 220 )"
"1504","8","Brass Vastu Pyramid ( 3.5 Inch)"
"1505","5","Green Stone Mala  ( 450 ) "
"1506","3","Arulmigu sri sakkarathalvar"
"1507","22","RR OODYS 12PC CUP"
"1508","22","RR AMBER DHOOP STICK 90GR"
"1509","22","RR CHANDAN DHOOP STICK 90GR"
"1510","22","RR KASTURI DHOOP STICK 90GR"
"1511","22","RR ROSE DHOOP STICK 90GR"
"1512","22","RR GULBARI 250GRM ( 150 ) "
"1513","22","RR LILY 250GRM ( 150 )"
"1514","22","RR KESAR CHANDAN 250GRM ( 150 ) "
"1515","22","RR KASTURI 250GRM ( 150 ) "
"1516","22","RR WILD SERIES 100GR ( 250 )"
"1517","22","RR 12PC CUP "
"1518","22","RR 12PC GOLD CUP  ( 80 ) "
"1519","22","RR KAPOOR GUGGAL CUP 12PC ( 50 ) "
"1520","22","RR SAMARPAN 12PC CUP"
"1521","3","Shiva Parvati Ganapati Painting Green Colour (13.5*11 inch)"
"1522","3","Lord Shiva Parvati, Ganesha Laminated Photo Frame Colour(13.5*11 Inch)"
"1523","3","Lord Shiva Parvati, Ganesha and Murugan Laminated Photo Frame colour(13.5*11 inch)"
"1524","3","Lord Shiva Parvati Laminated Photo Frame colour(13.5*11 inch)"
"1525","3","Lord Shiva Parvati, Ganesha and Murugan Laminated Photo Frame Red Colour(13.5*11 Inch)"
"1526","3","Lord Shiva Parvati, Ganesha and Murugan Family Photo Frame Colour (13.5*11 inch)"
"1527","22","RR INFINITY 100GR DOZ ( 50 ) "
"1528","3","Sri  Ranganathar swamy Laminated Photo Frame Colour(11*13.5 inch)"
"1529","22","RR SAI SHRINGAR FLUXO 250GR"
"1530","3","Sri Dhanwantri Dev (Ayurveda God) Laminated Photo Frame Colour (13.5*11 Inch)"
"1531","3","Sri  Dakshinamurthy  Laminated Photo Frame Colour (13.5*11 Inch)"
"1532","22","SAI SHRINGAR 19\"" LONG 100GR ( 70 ) "
"1533","3","Lord Shiva Laminated Photo Frame Colour (13.5*11 Inch)"
"1534","22","RR CHANDAN GOLD 2 FEET AGARBATHI ( 70 ) "
"1535","3","Lord Narasimha  Laminated photo frame Colour (13.5*11inch)"
"1536","22","RR AURA 400GR ZIPPER ( 95 ) "
"1537","22","RR ULTIMA SERIES DHOOP STICK 100GR ( 90 )"
"1538","3","Lord Lakshmi Narasimha Laminated Photo Frame Colour (13.5*11 inch)"
"1539","33","Sri Rajarajeshwari Lalitha Tripura Sundari  photo Frame Colour (13.5*11 inch)"
"1540","22","RR Agarbathi Chandan Single Stick 1 feet ( 50 ) "
"1541","33"," Sri Angala Parameswari  Amman Laminated Photo Frame  Colour(13.5*11 inch )"
"1542","3","Yogalakshmi  Laminated Photo Frame Colour(11*13.5 inch)"
"1543","33","Sri Bhuvaneshwari Laminated Photo Frame Colour(13.5*11 inch)"
"1544","3","Lakshmi Hayagrivar Laminated  Photo Frame Colour (13.5*11 inch)"
"1545","3","Sri Dhanwantri Phavan Laminated Photo Frame Colour(13.5*11 inch)"
"1546","3","Vishwakarma Laminated Photo Frame Colour(13.5*11 inch)"
"1547","3"," Lord Kaal Bhairav Laminated Photo Frame Colour (13.5*11 inch)"
"1548","27","Sticker(Rs-5)(Saibaba ,Kandisti Face ,KarpakaVinayagar, Swastik Symbol)"
"1549","10","Brass Pooja Camphor Aarti Stand(Length 8 inch)"
"1550","10","Brass Kalash Set (Gold Colour Height 9 inch)"
"1551","10","Brass Lotus Agarbatti Stand (2 inch)"
"1552","7","Rudhraksha Business Shakti | Ganesha Rudraksha"
"1553","7","Vighanharta Rudraksha Kavach | Good For Health , Wealth And Prosperity"
"1554","6","Panchaloga Yazhi Kappu "
"1555","1","Blackwood Karungali Elephant ( 250 )"
"1556","1","Blackwood Karungali Elephant ( 350 ) "
"1557","1","Blackwood Karungali Elephant ( 300 ) "
"1558","1","Sengali Mala - Brown Color (108 Beads, 8mm)"
"1559","22","wooden clock"
"1560","22","Perpetual Motion, Physics Mechanics Science"
"1561","22","FOuntain Forest"
"1562","29","Metal Adiyogi ( H:4 W:6)"
"1563","29","Metal Vinayagar ( H:6)"
"1564","29","Balance  Ball"
"1565","29","Red Solar Ring With Silver Ball ( Solar ) "
"1566","29","Eltie Auto Solar Powered "
"1567","29","Solar Power Car Air Freshener "
"1568","29","Car Solar Power Rotating Desing Air Freshener"
"1569","29","SemaPhore Solar Car Aromatherapy"
"1570","22","GERMAN SILVER PLASTIC PLATE 5"
"1571","22","Padmini Incense Ultimo Dhoop"
"1572","22","Padmini Lyrics Ultimo Dhoop"
"1573","22","Padmini Yellow Rose Dhoop"
"1574","22","TPRG Dhoop Sticks 100Gm Mixed"
"1575","22","Kunkiliyam 100Gm"
"1576","12","Silver Bracelet Model - 3 ( 12 Gram ) "
"1577","12","Silver Bracelet Model - 4 ( 20.500 Gram )"
"1578","22","RR Chandana Cone Stick ( 40 ) "
"1579","22","RR Chandana Dhoop Stick ( 40 ) "
"1580","16"," Brass Oil Lamp with Glass (height 6 inch)"
"1581","8","Vasthu Fish Golden Colour Standing( Model 2)"
"1582","22","Dhanam Counting Machine"
"1583","8","Vasthu Fish Standing Gold Colour (model 3)"
"1584","30","7 Horse Running with moon light  Laminated Photo Frame(24*48)"
"1585","3","  Fancy Stone Work Wall Hanging Peacock  Photo Frame"
"1586","38","kuladeivam Book - ( Tamil Book )"
"1587","38","Murugan - Tamil Book "
"1588","29","Wind Twister Big ( 50 ) "
"1589","29","Wind Twister Medium ( 35 ) "
"1590","29","Wind Twister Small ( 25 ) "
"1591","29","Glass flower Vase bottom 9 Inch"
"1592","29","Glass flower Vase bottom 7 Inch"
"1593","29","Rose Flower for Flower vase 20 Inch"
"1594","29","Leaf Big Size"
"1595","29","Leaf Small Size"
"1596","29","Tulip Bunch for Flower vase"
"1597","29","Rose Bunch for Flower vase"
"1598","29","Wall Hanging Natural Scenery frame ( H : 9.5 With :5)"
"1599","29","Wall Hanging Natural Scenery frame ( H : 9.5 With :7)"
"1600","14","Metal Murugan Gold  3.5 inch"
"1601","14","Om Vel & Murugan With Peacock"
"1602","29","Elephant with Brown Color Small Size  H: 5 inch with 5 inch"
"1603","22","Mooligai Mixed Lamp Oil ( 1 lit)"
"1604","22","Mooligai Mixed Lamp Oil ( half Lit)"
"1605","22","Agnihotra Loose Cups ( 50 ) "
"1606","10","Brass Murugan Statue | Subramanya Brass Statue (9 inch)"
"1607","11","Vettiver Mala 5 feet "
"1608","10","Brass Sangu Stang Big "
"1609","16","Murugan Lamp Madel - 2"
"1610","10","Murugan Statue Small - 1"
"1611","24","Panchaloga Nadarajar Ambal With Arch "
"1612","24","Panchaloga Karuppanar Statue"
"1613","24","Panchaloga  Vinayagar 2 inch"
"1614","24","Panchaaloga Vel stand With Enamel"
"1615","24","Panchaloga Vinayagar 1 inch"
"1616","24","Panchaloga Lingam And Nandhi Set ( Lingam:1 inch  Nandhi :0.5inch )"
"1617","24","Panchaloga Vinayagar 1.5 inch"
"1618","24","Panchaloga Murugan Statue 2 inch"
"1619","17","Panchaloga Karuppusamy Dollar "
"1620","17","Panchalogam - Vel -dollar"
"1621","17","Panchaloga Perumal Namam Dollar"
"1622","5","SuleMani Hakik Mala (8mm)"
"1623","7","Rudrani mala| Gold Color Metal Capping  (3mm)"
"1624","5","Green Stone Mala Copper 108 Beads"
"1625","17","Panchaloha-Pradosha Dollar"
"1626","17","Panchalogam-Vel - Locket"
"1627","17","Panchalogam - Linga _ locket"
"1628","17","Panchaloga-Om-Dollar-new"
"1629","25","Panchaloga-L.Youthube Ring"
"1630","17","Panchaloga-L.1.Stone Fancy Ring"
"1631","17","Panchalogam-L Plain Ring Medium"
"1632","4","Ganga Theertham | Mahakumbh Triveni Sangam Jal - 4 Bottles (100ml Each)"
"1633","22","Cash Box"
"1634","22","Radium Budha ( Height : 11 Inch )"
"1635","29","Fancy Vinayagar with green Nd Black"
"1636","22","TPRG J.K. Sandal Incense Stick"
"1637","3","Pillaiyarpatti Karpaga Vinayagar Photo Frame (8*6 inch)"
"1638","11","Vettiver Mala 11 feet "
"1639","3","Samayapuram Mariamman photo frame(8*6inch)"
"1640","3","Kamakshi Amman Photo Frame(8*6inch)"
"1641","3","Vinayagar Photo Frame (8*6 inch)"
"1642","3","Ohm Murugan Photo frame(8*6 Inch)"
"1643","3","Murugan Valli Deivanai Photo Frame(8*6inch)"
"1644","3","Murugan Raja Alangaram Photo Frame (8*6 inch)"
"1645","3","Perumal With Laxmi Photo Frame (8*6inch)"
"1646","3","Gayatri Devi Photo Freame (8*6inch)"
"1647","3","Dhanlaxmi Photo Frame Colour Model 1 ( 13.5*11 inch)"
"1648","3","Danalaxmi Photo Frame Model 2 (13.5*11 )"
"1649","3","laxmi Devi Photo Frame Colour  (13.5*11 inch)"
"1650","3","Annapoorni Photo Frame Gold colour (14*10.5 inch)"
"1651","33","Annapoorna  Photo Frame (8*6 inch)"
"1652","10","Brass Aarathi Lamp"
"1653","22","CY.OMSH.Kumkum/vibuthi"
"1654","22","OM Shanthi Vibuthi  40 Gm"
"1655","29","LAUGHING BHUDDA STANDING WITH MONEY BAG  15 INCH"
"1656","29","Peacock with Stone H: 27 inch (frame)"
"1657","29","FOUNTAIN SS LEAF "
"1658","29","Car Dhasboard LED Lighting ( Vinagar , Murugan ( Hegiht : 5 inch - 325 ) "
"1659","29","Decorative Cow With Krishnar  10 Inch"
"1660","29","Laughing Bhudda Sitting  10 INCH"
"1661","29","Murugan With Led Ligith ( Height  : 15 inch )"
"1662","29","Horse Photo Frame ( H: 14 W : 19 Inch )"
"1663","29","Radha Krishna Photo Frame  ( H: 10.5 With : 13 Inch )"
"1664","29","Decorative Photo Frame ( Murugan , Radha Krishanan Horse ) ( Height : 13 With : 13 )"
"1665","29","Laughing Kuberar ( Height : 8 inch )"
"1666","29","Laughing Bhudda With Coin ( Height : 4.5 inch )"
"1667","7","5 Face Rudraksha"
"1668","29","Buddha Statue ( Height : 5Inch )"
"1669","29","Buddha Statue ( Height : 3Inch )"
"1670","29","Decorative Vinayagar Statue ( 3.5 Inch ) "
"1671","29","Vinayagar Golden Colour (8 inch)"
"1672","29","Vinayagar Golden Colour (5inch)"
"1673","29","Kubera Statue 2 Inch"
"1674","29","Kubera Statue Standing 2.5 Inch"
"1675","29","Kubera Statue Standing And Sitting ( Height : 4 to 4.5inch )  "
"1676","29","Glod Color Glass Vinayagar ( Height : 4 inch)"
"1677","22","Pooja Thiri ( Price : 7 )"
"1678","22","Pooja Thiri ( Price : 5 ) "
"1679","22","Pooja Thiri ( Price 4 ) "
"1680","5"," Round Pastel Glass Beads Mala 8mm"
"1681","5","Amethyst Japa Mala 8mm"
"1682","5","Bule Hakik Mala 8mm"
"1683","5","Pink Ruby Mala(kempu mala) 8mm"
"1684","5","red carnrlian mala 8mm"
"1685","18","Crystal Shiva Lingam | Sphatik Shivling ( 0.14 gram to 0.17 Gram )"
"1686","18","Crystal Shiva Lingam | Sphatik Shivling  ( 0.25 gram to 0.30 gram ) "
"1687","13","Shri Panchmukhi  Hanuman Kavach Yentra Loket"
"1688","13","Shri Durga Bisa Yantra Loket"
"1689","13","Shri Kaal Sarp Yoga Yantra Locket"
"1690","13","Maha Mrityunjay Yantra  Locket"
"1691","13","Swastik Locket With Navarathna Stone (Modal 1)"
"1692","13","Swastik Locket With Navarathna  Stone (Modal 2)"
"1693","13","Ohm Loket With Navarathna Stone"
"1694","13","Shree Chakara Locket With Navarathna Stone"
"1695","29","Solar cat Gold Hand Waving"
"1696","10","Brass Duck Insence Dhoopdani Burner | Brass Duck Dhoop Stand"
"1697","5","Sphatik Mala | Crystal Mala (54 +1 Beads) 10mm"
"1698","9","copper shree yantra"
"1699","12","silver Coated"
"1700","12","silver Coated ( H : 6.5  W: 5 inch )"
"1701","12","Silver Coated Frame  (H : 8 W: 8 )"
"1702","12","Devadaru mala silver string 54 Beads"
"1703","8","Padikara Stone"
"1704","23","Sandal Color - Vesti"
"1705","22","Ganga Water 1L"
"1706","22","Ganga Water 450ML"
"1707","10","Brass Annapoorni Statue With Plate"
"1708","39","Wooden Money Bank ( H : 6.5 W : 4  inch )"
"1709","39","WOODEN BOX 4X4"
"1710","39","KUMKUM BOX  WOODEN SMALL"
"1711","39","KUMKUM BOX  WOODEN BIG"
"1712","39","PYRAMID WOODEN SMALL"
"1713","39","PYRAMID WOODEN BIG"
"1714","39","AGARBATHI  HOLDER WOODEN "
"1715","39","HOT BOX WOODEN ( H : 4 inch ) "
"1716","13","Spatika locket"
"1717","39","SPOON WOODEN SMALL "
"1718","39","SPOON WOODEN MEDIUM"
"1719","10","Brass Uruli ( C - 1590 )"
"1720","39","SPOON WOODEN BIG"
"1721","10","Brass Uruli ( C-1050) "
"1722","10","UTHIRANI COPPER SPOON"
"1723","39","CASH BOX WOODEN NORMAL 6X10 OVAL 3INCH"
"1724","39","CASH BOX WOODEN SWASTIK 8X12  5 INCH"
"1725","10","BRASS KAPOOR DIYA ( HEIGHT : 5 INCH )"
"1726","39","CASH BOX WOODEN SWASTIK 6X10 3 INCH"
"1727","39","TRAY WOODEN BIG"
"1728","39","TRAY WOODEN SMALL"
"1729","39","CASH BOX WOODEN NORMAL 6X4"
"1730","39","CASH BOX WOODEN NORMAL 7X5 "
"1731","39","CASH BOX WOODEN NORMAL 6X10"
"1732","39","WOODEN BOX 3X2"
"1733","39","CASH BOX WOODEN 8X5 "
"1734","39","SPATULA SET"
"1735","39","NUTS BOX WOODEN BIG"
"1736","39","NUTS BOX WOODEN SMALL"
"1737","39","JAADI WOODEN CONTAINER"
"1738","39","BOWL WOODEN 4 INCH NORMAL"
"1739","39","BOWL WOODEN 4 INCH SPECIAL"
"1740","39","BOWL WOODEN 5 INCH ORDINARY"
"1741","39","BOWL SET "
"1742","39","BOWN WOODEN SPECIAL MODEL 1"
"1743","39","BOWN WOODEN SPECIAL MODEL 2"
"1744","39","BOWN WOODEN SPECIAL MODEL 3"
"1745","39","BOWN WOODEN SPECIAL MODEL 4"
"1746","39","SALT JAR WOODEN SMALL"
"1747","39","SALT JAR WOODEN BIG"
"1748","39","MASALA BOX SPECIAL 10 INCH"
"1749","39","WOODEN BOX 3X3"
"1750","10","ICC PLATE"
"1751","10","U STAND DESIGN ROUND  MODEL"
"1752","10","U STAND PLAIN ROUND MODEL"
"1753","10","U STAND KUMB WITH STAND MODEL"
"1754","10","MUKKALI SMALL"
"1755","10","MUKKALI BIG"
"1756","10","ANNAM FANCY DIYA"
"1757","10","KERALA FANCY DIYA"
"1758","10","KERALA FANCY DIYA BIG"
"1759","40","Akshaya Tritiya Products"
"1760","40","Akshaya Tritiya Product With Laughing Kuberar Statue"
"1761","10","Atalakshmi Shree Yantra Small Size "
"1762","10","Astalakshmi Shree Yantra Big Size"
"1763","7","Sudarshana Saligram Stone"
"1764","2","Wooden Vinayagar small size."
"1765","29","Solar Cat"
"1766","29","Solar Panda"
"1767","29","Ganesh Gold with Arch  (6 inch)"
"1768","29","Ganesh  Silver with Red stones"
"1769","29","Murugan Yellow with Peacock"
"1770","29","Decorative Vinayagar ( H:10 inch With : 7.5 inch ) "
"1771","29","Decorative Vinayagar (Height -11 inch, width 7.5inch)"
"1772","29","Radium Krishnar Face (13inch)"
"1773","29","krishana Radhai Statue ( H : 10 inch )"
"1774","29","Decorative Vinayagar (Height 12 Inch-Widht 8 Inch)"
"1775","29","4 Set Vinayagar with Multicolor"
"1776","29","Decorative Sandstone Vinayagar (height 6 inch)"
"1777","29","Decorative Black  Colour  Vinayagar (height 5.5inch)"
"1778","29","Color Lighting ( 400 ) "
"1779","29","Multi Colour 4 pcs Reading Vinayagar "
"1780","29","Steel Lying Vinayagar"
"1781","29","Water Time Glass"
"1782","29","Decorative Brown Colour  Elephant (small size)"
"1783","29","Natural Melody Wind Chime"
"1784","29","Wind Chime Black and Purple Color  Big"
"1785","29","Silver Colour Lotus plate "
"1786","29","Flower Model Plate Silver Color (60)"
"1787","3","3 Sami Photo Frame ( 13 inch 10 inch )"
"1788","29","Silver Color Thamboolam Plate (60)"
"1789","3","Sri Laxmi Kuberar Photo Frame Color ( 13.5 inch  10.5 inch )"
"1790","29","Silver Color Thamboolam Small Size (45)"
"1791","29","Sun Flower Model Silver Color Plate (50)"
"1792","29","Silver Color Tray (50)"
"1793","29","Radha Krishnan Wooden Frame (9 inch)"
"1794","29","Wooden Vinayagar Frame (9 inch)"
"1795","29","Murugar with Om Clock (14 inch)"
"1796","29","Wooden Vinayagar Frame Big Size (19 inch)"
"1797","29","Wooden Vinayagar Frame (12inch)"
"1798","29","Rose flower 6 nos"
"1799","29","Radha Krishnan Wooden Frame  Model 1 (12inch)"
"1800","29","Radha Krishnan Wooden Frame Model 2 (12inch)"
"1801","29","Rose flower 4 Nos"
"1802","29","Natural Melody BLack Color"
"1803","29","Round 7 Color Multi Pipe "
"1804","41","Pure Copper Elephant Idol Pair Small Size"
"1805","41","Pure Copper Elephant Idol Pair Medium Size"
"1806","41","Pure Copper Elephant Idol Big Size  "
"1807","41","Pure Copper Perumal Namam "
"1808","41","Pure Copper Kamadhenu Idol Big Size "
"1809","41","Pure Copper Kamadhenu Idol Small Size  "
"1810","41","Pure Copper Murugan Vel with stand - ( 2.5 inch) "
"1811","41","Pure Copper Murugan Idol - (2.5 to 3inch)  "
"1812","41","Pure Copper Shivalingam Idol Model 1  "
"1813","41","Pure Copper Shivalingam Idol Model 2  "
"1814","41","Pure Copper Nandi  Idol "
"1815","41","Pure Copper Perumal Idol - (2.5inch) "
"1816","41","Pure Copper Kuberar Idol Big Size"
"1817","41","Pure Copper Kuberar Idol Small Size "
"1818","41","Pure Copper Idampuri Ganapati Idol Big "
"1819","41","Pure Copper Valampuri Vinayagar Idol Big "
"1820","41","Pure Copper Idampuri Vinayagar Small "
"1821","41","Pure Copper Valampuri Vinayagar Idol Small "
"1822","41","Pure Copper Bhagwan Vishnu With Sridevi & Bhudevi Idol "
"1823","41","Pure Copper Sridevi Idol "
"1824","41","Pure Copper Bhudevi Idol "
"1825","41","Pure Copper Vishnu & Lakshmi Idol"
"1826","22","Senthuram Paste ( 5g - Rs.25 )"
"1827","22","Sendhuram  Powder"
"1828","22","Tiri Packet (10)"
"1829","22","Color Tiri Packet (5)"
"1830","22","White Tiri Packet (5)"
"1831","1","Blackwood Mala | Karungalia Mala 8mm With Certificate ( 108 Beads ) "
"1832","39","Teak Wood Padi"
"1833","3","Kanthirsthi Ganapathi (10.6*12.8 Inch)"
"1834","3","3 sami Photo Frame"
"1835","29","Metal Swan Duck Gold Color"
"1836","22","GN  NO.1 Aragaja"
"1837","22","GN Jhanvi Jumbo Dhoop"
"1838","22","Sree Sakthi Dasangam Cone"
"1839","22","Dasangam Dhoop Powder (50 Gram)"
"1840","22","Dasangam Dhoop Powder (100 Gram)"
"1841","10","Brass Kuber Panai Set ( 5 Pcs )"
"1842","22","MR.GOLD.AGARBATHI. RS.55"
"1843","22"," NAKSHATRA PET 200ML MR GOLD RS.50."
"1844","22"," NAKSHATRA PET 500ML MR GOLD RS.110"
"1845","22","NAKSHATRA PET 1L MR GOLD RS.220"
"1846","9","Astha Laxmi Shree Yantra 12 *9 "
"1847","29","Yellow Elephnat ( H: 3.5 Inch L: 6 inch ) "
"1848","29","Car Dhasboard  round Base with perumal , murungan, vinayagar"
